day,open,high,low,close,volume,vol_chg,vol_increase,vol_decrease,vol_inc,vol_dec,vol_colsum,close_chg,close_increase,close_decrease,close_inc,close_dec,close_colsum,high_max,positive_return
2019-12-26,3.35,3.38,3.33,3.37,12902467,-0.11313748325336026,0,292,0,5,-5.0,0.005970149253731405,255,0,1,0,1.0,3.52,0.05074626865671639
2021-03-18,3.21,3.21,3.13,3.14,37474062,-0.2626612254458075,0,454,0,5,-5.0,-0.02180685358255452,0,398,0,3,-3.0,3.29,0.024922118380062308
2021-05-11,4.49,4.67,4.27,4.42,243980359,0.20713565940581424,399,0,5,0,5.0,-0.019955654101995512,0,411,0,1,-1.0,4.61,0.026726057906458767
2021-05-18,4.0,4.02,3.93,3.99,65166095,-0.29749237722234845,0,473,0,5,-5.0,0.007575757575757569,402,0,1,0,1.0,4.1,0.02499999999999991
2021-05-19,3.96,3.96,3.86,3.91,65005759,-0.002460420560722598,0,474,0,6,-6.0,-0.020050125313283207,0,415,0,1,-1.0,4.16,0.05050505050505061
2021-06-17,4.47,4.58,4.41,4.5,67764403,-0.13978949442241906,0,488,0,5,-5.0,0.0,0,0,0,0,0.0,5.4,0.20805369127516804
2021-06-18,4.5,4.6,4.35,4.48,64717791,-0.04495888497682188,0,489,0,6,-6.0,-0.004444444444444362,0,424,0,1,-1.0,5.4,0.20000000000000018
2021-06-21,4.38,4.48,4.32,4.35,58797280,-0.09148196977242318,0,490,0,7,-7.0,-0.029017857142857317,0,425,0,2,-2.0,5.4,0.23287671232876717
2021-07-02,4.73,4.78,4.66,4.7,57498982,-0.06679726975427969,0,495,0,5,-5.0,-0.002123142250530785,0,429,0,2,-2.0,5.05,0.06765327695560241
2021-09-28,6.12,6.31,6.01,6.22,91396409,-0.1898620763996638,0,529,0,5,-5.0,0.031509121061359835,451,0,1,0,1.0,7.08,0.1568627450980391
